Name,Age,Region,Gender,Investment,Yield
Monique,19,Upper West,Male,1091,1.8
Siusan,21,Western Region,Female,1659,1.9
Carina,21,Eastern Region,Female,3422,2.4
Rodie,15,Central Region,Male,7024,3.9
Sophey,22,Upper West,Male,2220,2
Norri,25,Upper East Region,Male,1425,1.8
Jeanne,23,Eastern Region,Male,5341,3.2
Caty,17,Ashanti Region,Male,5554,3.3
Calida,19,Central Region,Male,3768,2.5
Brigida,22,Northern Region,Male,3753,2.5
Cathy,17,Volta Region,Male,5773,3.4
Claudie,25,Upper East Region,Female,6966,3.8
Kristyn,18,Volta Region,Female,4366,2.7
Lusa,23,Ashanti Region,Male,5492,3.2
Cecily,24,Brong Ahafo Region,Female,4975,3
Inna,20,Volta Region,Female,4703,2.9
Suzy,21,Brong Ahafo Region,Female,2125,2
Silva,24,Eastern Region,Male,1998,1.9
Elana,20,Northern Region,Male,7008,3.9
Nelle,25,Upper West,Female,4630,2.8
Melisa,21,Volta Region,Male,1445,1.8
Bianka,18,Brong Ahafo Region,Male,5368,3.2
Lauretta,22,Volta Region,Male,2838,2.2
Rafaelia,19,Central Region,Male,6908,3.8
Coleen,22,Western Region,Male,2221,2
Conchita,15,Ashanti Region,Female,1933,1.9
Rani,18,Upper East Region,Male,4261,2.7
Kevyn,16,Greater Accra,Male,1459,1.8
Deb,23,Greater Accra,Male,6201,3.6
Gael,20,Central Region,Male,1072,1.8
Jennica,16,Upper East Region,Female,1164,1.8
Alia,25,Western Region,Male,5932,3.5
Pegeen,22,Greater Accra,Female,4211,2.7
Annabelle,18,Ashanti Region,Male,5442,3.2
Mignonne,20,Central Region,Female,6935,3.8
Kimmy,15,Western Region,Female,5973,3.5
Klarrisa,23,Volta Region,Female,6387,3.7
Giselle,16,Central Region,Female,4921,3
Loralie,18,Brong Ahafo Region,Male,4562,2.8
Shaylynn,15,Volta Region,Male,4475,2.8
Alyda,18,Greater Accra,Male,1771,1.9
Gabriella,25,Greater Accra,Male,1002,1.8
Blair,24,Northern Region,Male,2156,2
Gaye,23,Central Region,Female,1578,1.9
Aurelie,18,Northern Region,Male,6458,3.7
Elisha,23,Greater Accra,Male,4787,2.9
Georgianne,16,Northern Region,Female,3108,2.3
Giselle,15,Greater Accra,Female,3980,2.5
Queenie,24,Brong Ahafo Region,Male,7493,4
Lusa,22,Upper West,Male,3873,2.5
Abbie,16,Volta Region,Female,4465,2.8
Reeta,17,Central Region,Male,5688,3.3
Lynnea,21,Upper West,Male,5372,3.2
Sharron,15,Northern Region,Female,4909,3
Maxie,20,Brong Ahafo Region,Male,1344,1.8
Laureen,24,Eastern Region,Female,4549,2.8
Bernadina,24,Brong Ahafo Region,Male,2344,2.1
Arlinda,22,Brong Ahafo Region,Female,1398,1.8
Claudette,18,Greater Accra,Male,3036,2.3
Robenia,22,Central Region,Female,2608,2.2
Glennie,24,Upper East Region,Male,6645,3.7
Margarita,19,Northern Region,Female,3660,2.4
Ebonee,15,Greater Accra,Male,6828,3.8
Debera,25,Volta Region,Male,7099,3.9
Arielle,23,Upper West,Female,6059,3.6
Rubie,21,Brong Ahafo Region,Male,5388,3.2
Gnni,20,Ashanti Region,Male,2008,2
Ruby,24,Volta Region,Female,3474,2.4
Matti,19,Central Region,Male,4230,2.7
Reena,15,Volta Region,Female,2465,2.1
Cherey,24,Eastern Region,Male,5374,3.2
Kare,25,Brong Ahafo Region,Female,3584,2.4
Devora,20,Volta Region,Male,3863,2.5
Kristin,16,Eastern Region,Male,1197,1.8
Rowe,22,Upper East Region,Male,1571,1.9
Claretta,18,Upper East Region,Male,7288,4
Letizia,21,Western Region,Male,2152,2
Clarey,25,Volta Region,Female,4408,2.8
Rebecca,15,Brong Ahafo Region,Female,6743,3.8
Feodora,21,Upper East Region,Female,6554,3.7
Nora,16,Ashanti Region,Female,1219,1.8
Ida,22,Eastern Region,Female,3903,2.5
Clovis,17,Upper West,Female,5519,3.3
Ileana,16,Eastern Region,Female,6701,3.8
Cordula,17,Western Region,Male,5378,3.2
Mahalia,15,Eastern Region,Female,5025,3
Lorrayne,22,Northern Region,Female,1977,1.9
Laverna,17,Volta Region,Female,2638,2.2
Aida,16,Northern Region,Female,3682,2.4
Emmi,19,Brong Ahafo Region,Female,1201,1.8
Deeanne,16,Upper East Region,Female,2509,2.2
Helge,25,Western Region,Male,1327,1.8
Lia,22,Northern Region,Female,2293,2
Rowena,20,Eastern Region,Male,5859,3.5
Diandra,17,Central Region,Female,2678,2.2
Agneta,18,Volta Region,Female,6599,3.7
Katharina,22,Central Region,Male,7272,4
Goldie,20,Greater Accra,Female,1060,1.8
Monique,19,Western Region,Female,5349,3.2
Madelle,22,Ashanti Region,Female,5976,3.5
Joellyn,24,Ashanti Region,Female,1963,1.9
Kerrie,15,Volta Region,Female,4241,2.7
Brier,20,Upper West,Male,4679,2.8
Cody,23,Greater Accra,Male,1367,1.8
Celie,24,Eastern Region,Male,4893,2.9
Gustie,22,Ashanti Region,Male,2723,2.2
Annabel,22,Volta Region,Female,7159,3.9
Candy,19,Northern Region,Male,5674,3.3
Britta,19,Volta Region,Female,1647,1.9
Anni,18,Upper West,Male,6051,3.6
Patrice,16,Brong Ahafo Region,Female,7034,3.9
Alisa,19,Brong Ahafo Region,Male,1258,1.8
Inge,18,Upper East Region,Male,1636,1.9
Carolin,16,Northern Region,Male,1105,1.8
Chrysa,20,Brong Ahafo Region,Male,1535,1.9
Olivia,23,Ashanti Region,Male,5156,3.1
Ayn,21,Ashanti Region,Male,4843,2.9
Farand,19,Upper East Region,Male,1387,1.8
Revkah,24,Upper West,Male,3067,2.3
Penelope,20,Greater Accra,Female,3928,2.5
Donna,24,Central Region,Male,872,1.7
Alexine,20,Upper West,Female,4204,2.7
Sydel,25,Brong Ahafo Region,Male,2745,2.2
Margalo,21,Brong Ahafo Region,Female,1538,1.9
Bernadine,18,Western Region,Male,1546,1.9
Kaylyn,25,Eastern Region,Female,5642,3.3
Marney,21,Central Region,Female,2320,2.1
Berti,20,Upper West,Male,2914,2.2
Jodee,22,Western Region,Female,1713,1.9
Reggi,16,Upper East Region,Male,2253,2
Phedra,17,Eastern Region,Male,1114,1.8
Lina,19,Northern Region,Female,6341,3.7
Mora,22,Western Region,Male,6265,3.6
Ofelia,21,Western Region,Male,6686,3.7
Chrissy,17,Upper East Region,Male,6601,3.7
Caro,23,Eastern Region,Male,4145,2.6
Koo,18,Upper West,Male,1668,1.9
Otha,17,Greater Accra,Female,1376,1.8
Sheelah,17,Central Region,Male,2520,2.2
Penny,17,Northern Region,Female,2186,2
Sherline,15,Upper East Region,Male,2497,2.1
Korrie,23,Eastern Region,Male,4843,2.9
Sidonia,24,Western Region,Male,1331,1.8
Sherrie,23,Eastern Region,Male,4343,2.7
Sharai,24,Central Region,Male,4031,2.6
Simone,16,Upper East Region,Male,1295,1.8
Stoddard,21,Greater Accra,Male,1613,1.9
Babb,18,Western Region,Male,7410,4
Elke,16,Ashanti Region,Female,1363,1.8
Letti,16,Upper East Region,Female,3679,2.4
Ailsun,24,Ashanti Region,Male,6856,3.8
Devinne,17,Greater Accra,Female,4515,2.8
Cathyleen,21,Ashanti Region,Female,1757,1.9
Diana,19,Western Region,Male,5092,3.1
Kristyn,17,Volta Region,Female,2084,2
Hyacinthia,20,Brong Ahafo Region,Female,1100,1.8
Addi,22,Eastern Region,Male,2658,2.2
Petronille,25,Upper West,Female,4808,2.9
Idalia,21,Volta Region,Male,5889,3.5
Emmi,16,Ashanti Region,Male,1285,1.8
Rosemarie,22,Northern Region,Female,2827,2.2
Modestia,17,Volta Region,Female,1297,1.8
Roda,24,Greater Accra,Female,6174,3.6
Alameda,15,Upper West,Female,6343,3.7
Angil,25,Volta Region,Female,6616,3.7
Brianna,25,Volta Region,Female,4751,2.9
Roz,25,Northern Region,Female,6638,3.7
Jorry,16,Upper East Region,Female,2013,2
Morena,25,Northern Region,Female,3420,2.4
Christiane,16,Greater Accra,Male,5009,3
Becca,24,Upper West,Female,1394,1.8
Albertina,21,Central Region,Female,4167,2.6
Roselin,23,Volta Region,Male,3977,2.5
Estrellita,21,Ashanti Region,Male,3552,2.4
Belinda,25,Ashanti Region,Female,6742,3.8
Farand,20,Upper East Region,Female,1971,1.9
Aprilette,25,Eastern Region,Female,5288,3.1
Roxanne,24,Volta Region,Male,4693,2.8
Maribeth,23,Ashanti Region,Male,1229,1.8
Marigold,16,Volta Region,Female,3909,2.5
Mae,21,Western Region,Male,3214,2.3
Mallory,15,Northern Region,Female,3526,2.4
Alecia,16,Northern Region,Female,2551,2.2
Frieda,23,Ashanti Region,Male,3734,2.5
Sherry,17,Volta Region,Male,2602,2.2
Susana,23,Volta Region,Male,4309,2.7
Jeannette,20,Western Region,Female,3830,2.5
Jordanna,16,Greater Accra,Male,2501,2.2
Edyth,24,Northern Region,Male,1170,1.8
Darcie,24,Central Region,Female,6165,3.6
Kristy,19,Ashanti Region,Male,1737,1.9
Etti,22,Upper West,Female,975,1.7
Teddi,23,Ashanti Region,Female,2578,2.2
Ivie,25,Volta Region,Male,4406,2.8
Mirelle,21,Ashanti Region,Female,4106,2.6
Alisa,25,Brong Ahafo Region,Female,6693,3.7
Lilia,18,Western Region,Male,5184,3.1
Christabel,17,Western Region,Male,2720,2.2
Charil,20,Brong Ahafo Region,Female,2332,2.1
Ronni,23,Volta Region,Male,2064,2
Letizia,24,Volta Region,Male,6018,3.6
Opaline,23,Volta Region,Female,2839,2.2
Rachele,16,Ashanti Region,Male,6793,3.8
Sherri,23,Brong Ahafo Region,Female,1301,1.8
Latrina,17,Ashanti Region,Female,1619,1.9
Beitris,24,Northern Region,Female,2315,2.1
Frank,21,Brong Ahafo Region,Female,3297,2.3
Shani,19,Northern Region,Female,5651,3.3
Rhona,20,Upper West,Male,1084,1.8
Rochette,19,Northern Region,Female,7011,3.9
Addia,24,Brong Ahafo Region,Female,1654,1.9
Korella,25,Western Region,Female,5038,3
Jewelle,19,Western Region,Female,1640,1.9
Henrieta,21,Greater Accra,Female,5551,3.3
Mommy,15,Ashanti Region,Male,5737,3.4
Berni,19,Brong Ahafo Region,Female,2782,2.2
Marie,19,Upper West,Male,5850,3.5
Emylee,18,Western Region,Male,1411,1.8
Carey,21,Eastern Region,Female,2543,2.2
Gabi,18,Ashanti Region,Male,3409,2.4
Allis,18,Volta Region,Male,1131,1.8
Ginny,25,Volta Region,Male,3086,2.3
Cesya,15,Brong Ahafo Region,Male,1329,1.8
Nannie,25,Western Region,Female,7366,4
Stephine,21,Upper East Region,Female,2041,2
Auguste,15,Brong Ahafo Region,Male,2693,2.2
Esmeralda,23,Eastern Region,Male,922,1.7
Delilah,15,Northern Region,Male,3147,2.3
Anna,20,Upper East Region,Male,4077,2.6
Nanine,24,Central Region,Female,7462,4
Lanie,23,Eastern Region,Female,1242,1.8
Cicely,25,Upper East Region,Female,4890,2.9
Gleda,22,Central Region,Female,4158,2.6
Ag,18,Greater Accra,Male,2777,2.2
Dreddy,20,Greater Accra,Male,4168,2.6
Christen,21,Upper West,Female,1664,1.9
Penelope,20,Northern Region,Male,1267,1.8
Brier,17,Upper East Region,Male,4559,2.8
Celie,15,Ashanti Region,Male,4354,2.7
Kayley,20,Central Region,Female,1747,1.9
Marja,24,Ashanti Region,Male,2555,2.2
Audi,15,Western Region,Male,6460,3.7
Linda,23,Upper East Region,Female,3201,2.3
Birdie,17,Greater Accra,Male,2390,2.1
Gwenny,21,Northern Region,Female,2561,2.2
Rina,19,Volta Region,Male,4083,2.6
Ferdinande,25,Central Region,Male,3436,2.4
Glenn,25,Brong Ahafo Region,Male,3883,2.5
Joli,22,Upper East Region,Female,854,1.7
Elianora,21,Central Region,Female,4802,2.9
Harri,16,Brong Ahafo Region,Female,1482,1.8
Issi,21,Northern Region,Female,4729,2.9
Cinda,24,Greater Accra,Male,7215,4
Euphemia,18,Central Region,Male,2727,2.2
Andy,24,Upper West,Male,7156,3.9
Henrie,22,Northern Region,Female,1699,1.9
Devora,18,Greater Accra,Male,6568,3.7
Olly,19,Northern Region,Male,3674,2.4
Kania,20,Volta Region,Male,6689,3.7
Siusan,20,Western Region,Female,3261,2.3
Corrie,25,Central Region,Male,2651,2.2
Tawnya,24,Greater Accra,Male,1252,1.8
Bess,21,Western Region,Male,2940,2.2
Lane,17,Upper West,Male,3083,2.3
Pammy,18,Ashanti Region,Male,6747,3.8
Evie,17,Greater Accra,Male,1702,1.9
Isadora,24,Upper East Region,Male,4088,2.6
Melodie,20,Upper West,Female,2693,2.2
Amil,24,Eastern Region,Female,1497,1.8
Demetria,21,Volta Region,Male,4188,2.6
Candice,19,Upper East Region,Female,6460,3.7
Lind,19,Western Region,Female,4118,2.6
Franny,16,Upper East Region,Female,7224,4
Othelia,25,Upper East Region,Female,6874,3.8
Jinny,25,Eastern Region,Female,1726,1.9
Anthia,25,Volta Region,Male,4508,2.8
Lilyan,16,Volta Region,Female,1085,1.8
Kikelia,22,Central Region,Female,6989,3.8
Pennie,21,Eastern Region,Male,1934,1.9
Marcia,17,Upper East Region,Male,6216,3.6
Agretha,24,Upper East Region,Female,7278,4
Blake,22,Eastern Region,Female,5529,3.3
Ethelyn,19,Northern Region,Female,3120,2.3
Malynda,22,Greater Accra,Male,5555,3.3
Julieta,19,Ashanti Region,Male,2960,2.2
Liane,25,Volta Region,Male,5806,3.5
Lauryn,20,Northern Region,Male,2310,2.1
Melitta,20,Upper West,Female,3158,2.3
Angelia,22,Eastern Region,Male,3288,2.3
Angeline,18,Northern Region,Female,5265,3.1
Cinderella,25,Northern Region,Male,5193,3.1
Rhoda,18,Ashanti Region,Male,5904,3.5
Janeczka,20,Northern Region,Female,2922,2.2
Madelaine,25,Greater Accra,Male,5755,3.4
Delinda,22,Central Region,Male,6023,3.6
Lorette,18,Volta Region,Male,1002,1.8
Issi,21,Upper West,Female,5010,3
Bab,15,Eastern Region,Male,2018,2
Sela,15,Volta Region,Male,3541,2.4
Gisela,23,Western Region,Male,1370,1.8
Blondell,21,Brong Ahafo Region,Male,3837,2.5
Julina,21,Central Region,Female,6259,3.6
Farand,22,Northern Region,Male,6995,3.8
Sharyl,22,Greater Accra,Male,845,1.7
Dari,23,Eastern Region,Female,6016,3.6
Billie,17,Greater Accra,Female,4391,2.7
Andy,25,Northern Region,Male,5385,3.2
Doroteya,25,Northern Region,Female,3188,2.3
Odele,19,Upper East Region,Male,5184,3.1
Marcelline,18,Volta Region,Male,5545,3.3
Guendolen,25,Upper East Region,Male,5195,3.1
Gretta,20,Greater Accra,Female,1174,1.8
Charlot,25,Upper East Region,Female,1265,1.8
Horatia,17,Western Region,Female,4690,2.8
Rahal,21,Volta Region,Male,5545,3.3
Easter,20,Central Region,Male,5081,3.1
Pris,23,Volta Region,Female,6480,3.7
Blanca,18,Upper East Region,Male,2222,2
Pansie,17,Eastern Region,Male,5704,3.4
Stephine,22,Brong Ahafo Region,Female,954,1.7
Dalila,25,Upper West,Female,6269,3.6
Lauryn,25,Upper West,Female,6738,3.8
Nicoli,23,Brong Ahafo Region,Female,7368,4
Hazel,23,Ashanti Region,Male,1494,1.8
Allianora,15,Volta Region,Male,1238,1.8
Daveen,16,Upper East Region,Male,1058,1.8
Catharina,25,Upper East Region,Male,6430,3.7
Corabelle,21,Upper East Region,Male,6871,3.8
Rozella,23,Central Region,Male,5006,3
Blaire,20,Upper West,Female,2112,2
Janelle,22,Central Region,Female,1339,1.8
Nicky,24,Upper East Region,Female,1481,1.8
Gerry,15,Upper West,Female,871,1.7
Leann,15,Northern Region,Male,4732,2.9
Jermaine,19,Northern Region,Male,5132,3.1
Steffie,25,Brong Ahafo Region,Female,1783,1.9
Cherlyn,23,Central Region,Male,7358,4
Gustie,18,Eastern Region,Female,6541,3.7
Jonell,20,Northern Region,Male,3594,2.4
Janith,17,Upper West,Male,6826,3.8
Rebekah,23,Upper East Region,Male,7078,3.9
Robinetta,23,Eastern Region,Female,1492,1.8
Joceline,25,Western Region,Male,1445,1.8
Nada,18,Volta Region,Female,1469,1.8
Ariela,24,Western Region,Male,3747,2.5
Aryn,17,Volta Region,Male,2667,2.2
Blancha,25,Ashanti Region,Male,2933,2.2
Delcina,17,Volta Region,Female,5509,3.3
Perri,23,Northern Region,Female,3657,2.4
Lil,18,Volta Region,Male,6252,3.6
Anestassia,25,Brong Ahafo Region,Female,1316,1.8
Susy,15,Greater Accra,Male,1044,1.8
Amandie,16,Brong Ahafo Region,Female,4686,2.8
Nettle,23,Eastern Region,Male,3333,2.3
Sharleen,21,Central Region,Male,3651,2.4
Honey,15,Upper East Region,Female,4721,2.9
Brittne,25,Central Region,Male,7464,4
Kathi,24,Greater Accra,Female,2346,2.1
Melita,24,Ashanti Region,Male,4101,2.6
Alvina,23,Volta Region,Female,3440,2.4
Regine,17,Ashanti Region,Female,5908,3.5
Emmalyn,20,Upper West,Male,3086,2.3
Ivette,19,Northern Region,Male,3374,2.3
Esmeralda,15,Northern Region,Male,4673,2.8
Lynnett,16,Northern Region,Female,7439,4
Angelita,21,Brong Ahafo Region,Female,4045,2.6
Alexina,23,Greater Accra,Male,7122,3.9
Elly,18,Central Region,Male,2094,2
Janette,20,Volta Region,Female,6983,3.8
Celeste,15,Greater Accra,Female,6754,3.8
Emlyn,16,Upper West,Female,2164,2
Johna,18,Northern Region,Female,2562,2.2
Cathyleen,22,Ashanti Region,Female,5951,3.5
Malinde,22,Eastern Region,Male,4529,2.8
Alfreda,16,Ashanti Region,Male,1434,1.8
Keriann,17,Upper West,Male,1344,1.8
Elane,25,Central Region,Male,5701,3.4
Bekki,15,Northern Region,Male,4630,2.8
Asia,25,Northern Region,Male,2319,2.1
Misty,25,Brong Ahafo Region,Male,1865,1.9
Ariana,20,Upper East Region,Female,1121,1.8
Christa,17,Western Region,Male,1454,1.8
Agneta,19,Ashanti Region,Male,4240,2.7
Milly,25,Upper East Region,Female,4339,2.7
Maurise,18,Brong Ahafo Region,Male,3599,2.4
Krystle,20,Upper West,Male,6886,3.8
Kirsteni,20,Northern Region,Male,4230,2.7
Melisenda,16,Greater Accra,Female,2448,2.1
Claretta,19,Upper West,Female,5570,3.3
Alidia,18,Northern Region,Male,6774,3.8
Marlo,22,Ashanti Region,Male,4921,3
Marney,19,Greater Accra,Female,2931,2.2
Claire,19,Northern Region,Male,6875,3.8
Odette,25,Upper East Region,Male,3238,2.3
Ammamaria,24,Eastern Region,Female,6157,3.6
Anastasie,17,Ashanti Region,Male,1030,1.8
Georgianna,22,Western Region,Female,925,1.7
Bess,16,Western Region,Male,7033,3.9
Enrichetta,15,Ashanti Region,Female,3349,2.3
Celestyna,17,Greater Accra,Male,5655,3.3
Maudie,15,Northern Region,Female,6966,3.8
Jen,21,Greater Accra,Female,2979,2.2
Myranda,17,Greater Accra,Female,2184,2
Nicoline,25,Brong Ahafo Region,Male,1009,1.8
Leontyne,25,Ashanti Region,Male,1487,1.8
Atlanta,21,Upper West,Male,3889,2.5
Cristin,18,Upper West,Male,1889,1.9
Anica,19,Upper East Region,Male,1716,1.9
Lenette,17,Upper East Region,Male,4267,2.7
Justinn,21,Greater Accra,Male,1493,1.8
Cecile,15,Upper West,Male,3032,2.3
Danni,19,Brong Ahafo Region,Female,5721,3.4
Abigale,22,Brong Ahafo Region,Male,5726,3.4
Ashlen,19,Eastern Region,Female,1759,1.9
Ronnica,24,Northern Region,Female,6288,3.6
Denny,18,Upper West,Female,1128,1.8
Suzie,18,Northern Region,Female,3473,2.4
Margaret,25,Eastern Region,Female,5649,3.3
Cynthea,19,Central Region,Female,3616,2.4
Leodora,20,Eastern Region,Female,6803,3.8
Christal,19,Greater Accra,Female,5573,3.3
Angelina,24,Northern Region,Male,1094,1.8
Bellina,18,Brong Ahafo Region,Female,2144,2
Loren,15,Upper West,Female,2653,2.2
Adora,17,Western Region,Male,1172,1.8
Rory,17,Western Region,Male,3621,2.4
Ronna,15,Western Region,Male,1897,1.9
Carmen,16,Upper West,Male,3384,2.3
Daryn,16,Central Region,Female,4621,2.8
Joey,17,Greater Accra,Male,5709,3.4
Eimile,22,Central Region,Female,5117,3.1
Melonie,21,Ashanti Region,Male,3717,2.5
Hortense,17,Central Region,Male,2612,2.2
Mara,15,Greater Accra,Female,1805,1.9
Patrizia,18,Ashanti Region,Male,1702,1.9
Jaclin,23,Brong Ahafo Region,Female,4645,2.8
Daveen,16,Ashanti Region,Female,1423,1.8
Carlen,23,Northern Region,Male,1347,1.8
Jennilee,18,Upper West,Female,5779,3.4
Allyce,16,Brong Ahafo Region,Male,6416,3.7
Debby,20,Central Region,Female,4388,2.7
Maribel,19,Brong Ahafo Region,Female,6249,3.6
Kathie,17,Upper East Region,Male,7276,4
Mirelle,19,Volta Region,Male,7295,4
Darby,21,Greater Accra,Male,6594,3.7
Kameko,17,Brong Ahafo Region,Male,2944,2.2
Fidelia,18,Brong Ahafo Region,Male,5358,3.2
Cynthia,25,Ashanti Region,Female,5211,3.1
Kirstin,21,Eastern Region,Female,6564,3.7
Marysa,17,Western Region,Female,1329,1.8
Margarethe,23,Ashanti Region,Male,4882,2.9
Gabey,19,Upper East Region,Male,3254,2.3
Sonnie,21,Central Region,Male,1601,1.9
Mil,21,Ashanti Region,Female,6019,3.6
Carmelia,20,Central Region,Female,3396,2.3
Clarette,16,Eastern Region,Female,4693,2.8
Carrie,21,Northern Region,Female,5511,3.3
Francine,15,Greater Accra,Female,3112,2.3
Elita,15,Eastern Region,Female,4102,2.6
Marin,18,Eastern Region,Female,2263,2
Lori,23,Northern Region,Female,6551,3.7
Octavia,16,Central Region,Female,1235,1.8
Ginni,25,Western Region,Male,5831,3.5
Allyce,17,Volta Region,Female,4170,2.6
Sherri,20,Greater Accra,Female,2577,2.2
Tammie,25,Volta Region,Female,4842,2.9
Marjorie,15,Northern Region,Female,1542,1.9
Julianna,23,Eastern Region,Female,7448,4
Kimberlee,16,Upper West,Male,4121,2.6
Cristi,22,Central Region,Male,5423,3.2
Candice,24,Brong Ahafo Region,Male,3514,2.4
Sallyanne,20,Western Region,Male,2845,2.2
Dede,22,Eastern Region,Male,5189,3.1
Jessalin,20,Brong Ahafo Region,Male,3839,2.5
Heidi,20,Brong Ahafo Region,Male,5727,3.4
Luelle,22,Volta Region,Female,6144,3.6
Carlina,15,Central Region,Female,895,1.7
Glennie,15,Upper West,Female,3768,2.5
Milzie,16,Eastern Region,Male,3224,2.3
Celisse,21,Volta Region,Male,6208,3.6
Kacie,21,Brong Ahafo Region,Female,1311,1.8
Bonita,18,Brong Ahafo Region,Female,2436,2.1
Nedda,25,Western Region,Male,5104,3.1
Hendrika,15,Ashanti Region,Female,5014,3
Aveline,22,Upper West,Female,5046,3
Minnaminnie,16,Brong Ahafo Region,Female,4648,2.8
Arabel,23,Northern Region,Female,5313,3.2
Marji,15,Central Region,Female,6680,3.7
Layney,23,Ashanti Region,Female,6375,3.7
Mersey,18,Ashanti Region,Male,5081,3.1
Kare,19,Volta Region,Male,4180,2.6
Stefa,15,Upper West,Female,5672,3.3
Kalina,21,Western Region,Male,4075,2.6
Fredra,24,Greater Accra,Female,3718,2.5
Cherin,24,Volta Region,Male,3746,2.5
Kris,23,Upper East Region,Male,4503,2.8
Marcy,21,Upper West,Female,2984,2.2
Reggie,19,Northern Region,Female,3199,2.3
Carilyn,15,Upper West,Male,1703,1.9
Linda,20,Greater Accra,Female,2905,2.2
Lesley,23,Northern Region,Female,2666,2.2
Arabelle,22,Eastern Region,Female,2910,2.2
Anny,15,Western Region,Female,3532,2.4
Carlynne,21,Central Region,Male,5339,3.2
Rosella,23,Brong Ahafo Region,Female,7053,3.9
Silvia,20,Upper East Region,Male,1089,1.8
Norry,18,Greater Accra,Male,1780,1.9
Lyn,15,Ashanti Region,Male,2721,2.2
Cilka,22,Greater Accra,Female,3140,2.3
Darda,17,Northern Region,Male,3816,2.5
Bettina,23,Western Region,Male,2349,2.1
Ivette,21,Brong Ahafo Region,Male,6730,3.8
Martina,16,Brong Ahafo Region,Female,1615,1.9
Ilse,24,Northern Region,Female,3228,2.3
Pepi,24,Ashanti Region,Male,6414,3.7
Harriott,22,Upper West,Male,2429,2.1
Katti,21,Upper East Region,Female,1145,1.8
Eden,20,Greater Accra,Male,3377,2.3
Roxanna,17,Eastern Region,Male,3421,2.4
Alyss,20,Northern Region,Female,2982,2.2
Letizia,21,Central Region,Female,3260,2.3
Brigit,18,Northern Region,Male,2645,2.2
Daile,17,Volta Region,Female,6122,3.6
Harrietta,23,Brong Ahafo Region,Male,3026,2.3
Fiann,22,Brong Ahafo Region,Male,7321,4
Jada,25,Ashanti Region,Male,5779,3.4
Malynda,17,Eastern Region,Female,3834,2.5
Jere,22,Eastern Region,Male,7343,4
Amabel,21,Upper East Region,Male,2893,2.2
Tallou,25,Brong Ahafo Region,Female,2655,2.2
Joelle,21,Northern Region,Female,5022,3
Salli,18,Central Region,Female,5508,3.3
Karylin,17,Central Region,Female,1331,1.8
Darsie,19,Central Region,Male,3404,2.4
Reyna,20,Ashanti Region,Female,3001,2.3
Evangelia,24,Upper West,Female,1558,1.9
Kellina,21,Upper West,Female,2553,2.2
Germain,15,Greater Accra,Male,6624,3.7
Gisele,18,Western Region,Male,3665,2.4
Ddene,16,Volta Region,Female,1965,1.9
Stepha,21,Greater Accra,Male,1316,1.8
Ellette,15,Ashanti Region,Female,5879,3.5
Jaynell,25,Central Region,Female,7406,4
Lanie,17,Ashanti Region,Male,5282,3.1
Lenka,24,Western Region,Female,1099,1.8
Corrinne,18,Upper West,Female,1715,1.9
Salaidh,25,Brong Ahafo Region,Female,2188,2
Christian,16,Ashanti Region,Female,1409,1.8
Annalee,20,Eastern Region,Female,5548,3.3
Lilith,23,Ashanti Region,Male,6519,3.7
Greta,19,Volta Region,Male,5078,3.1
Marie,24,Northern Region,Male,5950,3.5
Murielle,25,Brong Ahafo Region,Female,4559,2.8
Joey,23,Greater Accra,Male,920,1.7
Jammie,19,Ashanti Region,Female,4613,2.8
Erina,16,Greater Accra,Male,1216,1.8
Chlo,19,Brong Ahafo Region,Female,1177,1.8
Loree,15,Brong Ahafo Region,Male,1773,1.9
Tabby,23,Volta Region,Female,2776,2.2
Dasha,20,Greater Accra,Male,2715,2.2
Jacinthe,24,Upper East Region,Male,1389,1.8
Dareen,24,Eastern Region,Male,3816,2.5
Modestia,21,Ashanti Region,Female,1323,1.8
Kirstin,17,Central Region,Male,1353,1.8
Bessie,19,Upper West,Female,6614,3.7
Ashil,17,Northern Region,Male,3383,2.3
Lonna,18,Greater Accra,Male,1403,1.8
Aimil,15,Greater Accra,Male,3365,2.3
Dix,25,Greater Accra,Male,4376,2.7
Angelica,17,Western Region,Female,3915,2.5
Bidget,17,Northern Region,Female,1092,1.8
Jocelyne,18,Upper East Region,Female,1415,1.8
Sib,19,Ashanti Region,Male,937,1.7
Faustine,20,Upper West,Male,7281,4
Costanza,18,Greater Accra,Female,2362,2.1
Glenine,16,Greater Accra,Female,5967,3.5
Ariela,19,Ashanti Region,Male,6056,3.6
Bernete,19,Volta Region,Male,4831,2.9
Ronni,19,Upper West,Male,857,1.7
Jillana,21,Western Region,Female,1833,1.9
Marlo,20,Brong Ahafo Region,Male,2916,2.2
Jenda,18,Brong Ahafo Region,Male,1254,1.8
Cortney,18,Central Region,Female,2564,2.2
Minnaminnie,19,Western Region,Female,5589,3.3
Davine,17,Western Region,Male,5712,3.4
Prissie,21,Upper East Region,Female,2241,2
Stevena,16,Greater Accra,Female,7237,4
Cherida,24,Eastern Region,Male,5572,3.3
Sigrid,24,Ashanti Region,Male,2260,2
Carissa,21,Upper West,Female,6109,3.6
Kristine,17,Ashanti Region,Female,2731,2.2
Shir,22,Western Region,Female,6203,3.6
Christalle,24,Brong Ahafo Region,Male,892,1.7
Peri,22,Greater Accra,Female,2633,2.2
